neighbourhood,latitude,longitude,host_since,host_listings_count,host_identity_verified,property_type,room_type,accommodates,beds,price,log_price
Potrero Hill,37.76030355419877,-122.39401866375358,2013-03-28,2,1,Entire rental unit,Entire home/apt,2,1,275.0,5.62040086571715
Outer Richmond,37.77393,-122.50066,2012-07-01,2,1,Entire guest suite,Entire home/apt,2,1,150.0,5.017279836814924
Chinatown,37.79248,-122.40806,2014-06-21,1,0,Entire rental unit,Entire home/apt,8,4,450.0,6.111467339502679
South of Market,37.7748961,-122.4115412,2013-01-10,3,1,Entire rental unit,Entire home/apt,1,1,151.0,5.0238805208462765
Chinatown,37.79229847892434,-122.40811609113484,2023-01-13,14,0,Entire rental unit,Entire home/apt,4,2,264.0,5.579729825986222
Parkside,37.74379362374097,-122.47363916244124,2022-03-25,2,1,Entire home,Entire home/apt,8,5,306.0,5.726847747587197
Chinatown,37.79066168661875,-122.40827210384836,2023-01-13,14,0,Entire rental unit,Entire home/apt,2,1,214.0,5.3706380281276624
Chinatown,37.7905509,-122.4069285,2022-09-08,2,1,Room in hotel,Private room,4,2,201.0,5.308267697401205
Nob Hill,37.7906766437841,-122.40917295906304,2023-01-13,14,0,Entire rental unit,Entire home/apt,2,1,214.0,5.3706380281276624
Downtown/Civic Center,37.78535,-122.4175,2023-03-01,1,1,Entire rental unit,Entire home/apt,2,1,137.0,4.927253685157205
Nob Hill,37.790616811873775,-122.40925706992192,2023-01-13,14,0,Entire rental unit,Entire home/apt,2,1,214.0,5.3706380281276624
Chinatown,37.79080958007603,-122.40824703575758,2023-01-13,14,0,Entire rental unit,Entire home/apt,2,1,214.0,5.3706380281276624
Outer Sunset,37.763031,-122.4855091,2017-07-20,2,0,Private room in home,Private room,2,1,139.0,4.941642422609304
Nob Hill,37.79044,-122.40975,2023-01-13,14,0,Entire rental unit,Entire home/apt,4,2,246.0,5.5093883366279774
Downtown/Civic Center,37.78887731903839,-122.40972351106282,2015-04-29,1,1,Room in hotel,Private room,4,1,70.0,4.2626798770413155
Ocean View,37.7168346,-122.469612,2023-03-02,1,1,Entire home,Entire home/apt,5,3,199.0,5.298317366548036
Noe Valley,37.74600631624488,-122.43671231936516,2017-05-14,3,1,Entire home,Entire home/apt,6,3,258.0,5.556828061699537
South of Market,37.77950286620845,-122.4073003112003,2015-09-06,4,1,Room in hotel,Private room,2,1,63.0,4.1588830833596715
Outer Sunset,37.76297,-122.50633,2017-04-19,8,1,Entire condo,Entire home/apt,3,2,176.0,5.176149732573829
Crocker Amazon,37.7151457927106,-122.4387585259658,2023-03-03,1,1,Private room in home,Private room,6,3,185.0,5.225746673713202
Western Addition,37.78644,-122.42362,2023-02-20,6,1,Room in hotel,Private room,2,1,129.0,4.867534450455582
Visitacion Valley,37.71781,-122.40451,2013-10-02,6,1,Private room in home,Private room,2,1,77.0,4.356708826689592
Western Addition,37.78713939907874,-122.42577210873318,2023-02-20,6,1,Room in hotel,Private room,2,1,129.0,4.867534450455582
Outer Sunset,37.7596777,-122.4771297,2017-08-27,2,1,Private room in rental unit,Private room,2,4,136.0,4.919980925828125
Bernal Heights,37.7469687,-122.41364752513122,2022-12-20,8,1,Private room in rental unit,Private room,2,1,91.0,4.5217885770490405
Bayview,37.735871578692816,-122.40031010967492,2023-03-05,5,1,Private room in home,Private room,4,2,61.0,4.127134385045092
Bayview,37.7350133,-122.3998978,2023-03-05,5,1,Private room in home,Private room,2,1,59.0,4.0943445622221
Bayview,37.7350133,-122.3998978,2023-03-05,5,1,Private room in home,Private room,2,1,53.0,3.9889840465642745
Bayview,37.73292473604244,-122.40176865055126,2017-02-13,3,1,Entire home,Entire home/apt,3,3,145.0,4.983606621708336
Mission,37.760340931299694,-122.41706609642075,2011-08-18,16,1,Entire rental unit,Entire home/apt,4,2,195.0,5.278114659230517
Twin Peaks,37.7555489,-122.4435169,2016-05-31,1,1,Entire guest suite,Entire home/apt,2,1,190.0,5.25227342804663
West of Twin Peaks,37.74826404187933,-122.46440159527236,2012-01-29,1,1,Entire home,Entire home/apt,6,4,399.0,5.991464547107982
West of Twin Peaks,37.74367770144933,-122.4541258747636,2009-11-24,1,1,Entire home,Entire home/apt,6,4,269.0,5.598421958998375
Mission,37.75063034615589,-122.42291724475162,2016-12-09,2,1,Entire rental unit,Entire home/apt,6,3,599.0,6.396929655216146
South of Market,37.77636334745704,-122.40802124339702,2015-10-28,1,1,Entire rental unit,Entire home/apt,3,2,145.0,4.983606621708336
Marina,37.8011935,-122.4320931,2012-06-11,3,1,Entire home,Entire home/apt,8,4,879.0,6.779921907472252
Visitacion Valley,37.72050671005351,-122.40414060652256,2017-06-20,1,1,Private room in home,Private room,1,1,52.0,3.970291913552122
Bernal Heights,37.74124,-122.41455,2020-02-19,1,1,Entire rental unit,Entire home/apt,2,1,117.0,4.770684624465665
Western Addition,37.78147577707454,-122.44157915026246,2019-03-22,1,0,Private room in rental unit,Private room,2,1,137.0,4.927253685157205
Lakeshore,37.7331,-122.47694,2023-03-06,1,0,Private room in home,Private room,3,2,211.0,5.356586274672012
Western Addition,37.785594,-122.443612,2019-04-05,3,1,Entire rental unit,Entire home/apt,2,1,95.0,4.564348191467836
Outer Sunset,37.750013934157415,-122.50258275896056,2017-06-09,1,1,Entire rental unit,Entire home/apt,1,1,130.0,4.875197323201151
Downtown/Civic Center,37.78735429877994,-122.4143122494362,2023-01-21,2,1,Entire rental unit,Entire home/apt,3,1,233.0,5.455321115357702
Western Addition,37.7771580633875,-122.42645283509395,2019-02-16,1,0,Entire condo,Entire home/apt,2,1,175.0,5.170483995038151
Bernal Heights,37.746955974709465,-122.4136797116394,2022-12-20,8,1,Entire rental unit,Entire home/apt,8,5,456.0,6.124683390894205
West of Twin Peaks,37.74829,-122.46074,2014-12-13,1,1,Entire rental unit,Entire home/apt,2,1,119.0,4.787491742782046
Chinatown,37.7905509,-122.4069285,2022-09-08,2,1,Entire rental unit,Entire home/apt,2,1,162.0,5.093750200806762
Outer Sunset,37.76175422901465,-122.4999026878357,2012-04-23,1,1,Entire home,Entire home/apt,2,1,140.0,4.948759890378168
Bayview,37.73594565537704,-122.3995529813489,2023-03-05,5,1,Private room in home,Private room,2,1,52.0,3.970291913552122
Western Addition,37.76948942398299,-122.43075894073456,2017-05-04,4,1,Private room in rental unit,Private room,2,1,102.0,4.634728988229636
Outer Sunset,37.75096046455136,-122.48764416417256,2023-03-11,1,1,Private room in home,Private room,2,1,72.0,4.290459441148391
Mission,37.76645510681875,-122.41826715670068,2020-11-13,20,1,Private room in rental unit,Private room,1,1,152.0,5.030437921392435
Outer Richmond,37.777992360219024,-122.50287657959724,2023-03-11,6,1,Private room in rental unit,Private room,2,1,60.0,4.110873864173311
Russian Hill,37.80641771329301,-122.42099265891775,2020-03-03,14,1,Entire rental unit,Entire home/apt,4,2,181.0,5.204006687076795
Western Addition,37.7715714868979,-122.43053999652108,2017-05-04,4,1,Private room in rental unit,Private room,2,1,154.0,5.043425116919247
Ocean View,37.7204,-122.44803,2018-02-08,2,1,Private room in home,Private room,2,1,42.0,3.7612001156935624
Inner Richmond,37.77765,-122.46084,2022-06-08,1,0,Private room in bed and breakfast,Private room,4,2,180.0,5.198497031265826
Outer Richmond,37.77313246643092,-122.49941704154011,2015-11-05,2,1,Entire guest suite,Entire home/apt,2,1,188.0,5.241747015059643
Marina,37.79781534857788,-122.43401968141632,2023-03-13,1,1,Entire condo,Entire home/apt,6,3,500.0,6.2166061010848646
Mission,37.765818178522,-122.41751779987138,2020-02-11,9,1,Private room in rental unit,Private room,1,1,86.0,4.465908118654584
Western Addition,37.76998,-122.429,2017-05-04,4,1,Private room in condo,Private room,2,1,107.0,4.68213122712422
Bernal Heights,37.74156654272962,-122.4132637625656,2023-01-16,2,1,Private room in home,Private room,2,1,112.0,4.727387818712341
Potrero Hill,37.76439,-122.39763,2012-08-14,1,1,Entire rental unit,Entire home/apt,2,2,197.0,5.288267030694535
South of Market,37.77373731536954,-122.41031983731818,2016-11-15,15,1,Room in boutique hotel,Private room,2,1,104.0,4.653960350157523
Inner Richmond,37.7759,-122.46311,2019-06-27,1,1,Private room in rental unit,Private room,1,1,50.0,3.9318256327243257
Pacific Heights,37.79435927460818,-122.4428282683084,2014-05-21,4,1,Private room in home,Private room,2,1,169.0,5.135798437050262
South of Market,37.77887,-122.40987,2019-06-18,3,1,Room in hotel,Private room,2,1,10000.0,9.210440366976517
South of Market,37.77264,-122.40991,2019-06-18,3,1,Room in hotel,Private room,2,2,10000.0,9.210440366976517
South of Market,37.77264,-122.40991,2019-06-18,3,1,Room in hotel,Private room,2,1,10000.0,9.210440366976517
Pacific Heights,37.79295284961723,-122.44232176201088,2014-05-21,4,1,Private room in home,Private room,2,1,208.0,5.342334251964811
Nob Hill,37.79135,-122.41929,2019-06-11,55,1,Private room in home,Private room,2,1,50.0,3.9318256327243257
Excelsior,37.73143867523186,-122.4080304931112,2021-12-16,1,1,Entire rental unit,Entire home/apt,4,2,135.0,4.912654885736052
Inner Sunset,37.76379,-122.46172,2012-11-20,1,0,Entire rental unit,Entire home/apt,2,1,127.0,4.852030263919617
South of Market,37.77421406285245,-122.41230841632334,2013-01-10,3,1,Entire rental unit,Entire home/apt,1,1,143.0,4.969813299576001
South of Market,37.7775,-122.413,2016-05-27,1,1,Entire condo,Entire home/apt,2,1,195.0,5.278114659230517
Potrero Hill,37.7551509343282,-122.38752954161905,2023-03-15,2,1,Entire rental unit,Entire home/apt,5,2,170.0,5.14166355650266
Pacific Heights,37.78890646749604,-122.4345598779688,2012-02-19,2,0,Entire home,Entire home/apt,4,2,495.0,6.206575926724928
Chinatown,37.79110427463457,-122.4059018736336,2022-04-01,1,0,Entire rental unit,Entire home/apt,2,1,210.0,5.351858133476067
Haight Ashbury,37.7747232391816,-122.44787173848376,2012-12-11,1,1,Entire rental unit,Entire home/apt,6,3,226.0,5.424950017481403
Bayview,37.7383916128084,-122.38945989190104,2021-10-25,4,1,Entire home,Entire home/apt,8,3,200.0,5.303304908059076
Bayview,37.73673110078598,-122.38895986327522,2021-10-25,4,1,Entire home,Entire home/apt,3,3,105.0,4.663439094112067
Nob Hill,37.78985,-122.41188,2023-02-06,1,1,Entire condo,Entire home/apt,4,2,550.0,6.311734809152915
Inner Sunset,37.75311113754797,-122.46824043331134,2017-03-06,1,1,Entire home,Entire home/apt,6,3,275.0,5.62040086571715
Bernal Heights,37.74385,-122.41787,2012-11-07,2,1,Entire home,Entire home/apt,4,2,299.0,5.703782474656201
Parkside,37.736842765879366,-122.50505781474853,2020-11-18,2,1,Entire rental unit,Entire home/apt,4,2,250.0,5.5254529391317835
Inner Sunset,37.75506812186502,-122.47636481653475,2022-11-20,1,1,Entire home,Entire home/apt,3,2,88.0,4.48863636973214
Western Addition,37.7797338,-122.4402213,2017-05-10,2,0,Entire rental unit,Entire home/apt,3,2,132.0,4.890349128221754
Ocean View,37.71726088567139,-122.46899877252076,2017-03-24,3,1,Private room in home,Private room,1,1,73.0,4.30406509320417
Ocean View,37.715165533076224,-122.46854590690693,2017-03-24,3,1,Private room in home,Private room,2,1,73.0,4.30406509320417
Ocean View,37.7165399892738,-122.47033243000531,2017-03-24,3,1,Private room in guest suite,Private room,4,1,121.0,4.804021044733257
Ocean View,37.71775983216939,-122.4695238900708,2023-03-17,4,1,Private room in home,Private room,3,2,122.0,4.812184355372417
South of Market,37.780119995174246,-122.41084563602838,2016-04-11,2,1,Entire rental unit,Entire home/apt,2,1,143.0,4.969813299576001
Haight Ashbury,37.77555905874523,-122.44277049138846,2010-09-05,3,1,Private room in condo,Private room,1,1,95.0,4.564348191467836
Outer Sunset,37.75147724012416,-122.49081417918204,2018-05-12,2,1,Private room in home,Private room,1,1,72.0,4.290459441148391
Outer Sunset,37.751834850120886,-122.49190215021372,2018-05-12,2,1,Private room in home,Private room,2,1,66.0,4.204692619390966
Nob Hill,37.79394166888141,-122.41562378806742,2018-04-10,1,1,Entire rental unit,Entire home/apt,2,2,124.0,4.8283137373023015
West of Twin Peaks,37.74286,-122.45138,2015-01-31,1,1,Entire home,Entire home/apt,6,3,425.0,6.054439346269371
Ocean View,37.71786794284224,-122.46850671744652,2023-03-17,4,1,Private room in home,Private room,2,1,92.0,4.532599493153256
Castro/Upper Market,37.7608745,-122.4376092,2022-09-22,1,1,Entire home,Entire home/apt,10,3,399.0,5.991464547107982
Ocean View,37.71785732650761,-122.46963980230294,2023-03-17,4,1,Private room in home,Private room,1,1,72.0,4.290459441148391
Castro/Upper Market,37.75798125530645,-122.43999570709036,2015-07-10,1,0,Entire home,Entire home/apt,5,3,561.0,6.331501849893691
Ocean View,37.71747359527867,-122.47026413606672,2023-03-17,4,1,Entire home,Entire home/apt,6,4,282.0,5.645446897643238
Nob Hill,37.792364017358224,-122.40985036327238,2023-01-13,14,0,Entire rental unit,Entire home/apt,4,2,264.0,5.579729825986222
Nob Hill,37.79034863105442,-122.4096612270163,2023-01-13,14,0,Entire rental unit,Entire home/apt,4,2,264.0,5.579729825986222
South of Market,37.77342,-122.41101,2015-10-02,2,1,Entire home,Entire home/apt,8,3,679.0,6.522092798170152
Outer Sunset,37.76197111280011,-122.5071242173839,2019-10-18,22,1,Entire rental unit,Entire home/apt,6,3,220.0,5.3981627015177525
Haight Ashbury,37.76595,-122.44624,2014-08-11,4,1,Entire home,Entire home/apt,11,8,1650.0,7.409136443920128
Russian Hill,37.80465174725969,-122.42163173432446,2018-09-30,7,0,Entire rental unit,Entire home/apt,6,2,1200.0,7.0909098220799835
Western Addition,37.785843903407006,-122.42555259637246,2023-02-20,6,1,Room in hotel,Private room,2,1,129.0,4.867534450455582
Outer Richmond,37.780063212235845,-122.49497377893904,2015-05-22,4,1,Entire rental unit,Entire home/apt,4,3,112.0,4.727387818712341
Western Addition,37.78290695163378,-122.4442917426285,2019-04-29,1,1,Entire home,Entire home/apt,6,4,460.0,6.133398042996649
Bayview,37.73861571846233,-122.38917292631048,2021-10-25,4,1,Entire home,Entire home/apt,5,3,108.0,4.6913478822291435
South of Market,37.77645214336579,-122.40708292248873,2020-06-22,7,1,Room in hotel,Private room,2,1,39.0,3.6888794541139363
Mission,37.7645299,-122.4215478,2023-02-17,5,1,Shared room in rental unit,Shared room,6,1,450.0,6.111467339502679
Outer Richmond,37.7790734,-122.5023249,2023-03-11,6,1,Private room in rental unit,Private room,2,1,60.0,4.110873864173311
Downtown/Civic Center,37.783907720234886,-122.41029334060909,2018-10-10,20,1,Room in boutique hotel,Private room,2,2,105.0,4.663439094112067
Nob Hill,37.79666931798138,-122.41059436639868,2018-03-29,7,1,Entire home,Entire home/apt,6,3,261.0,5.568344503761097
Mission,37.761015733037134,-122.42583327191647,2014-04-01,1,1,Entire rental unit,Entire home/apt,1,1,120.0,4.795790545596741
Bayview,37.72405,-122.39436,2018-07-24,1,1,Private room in rental unit,Private room,2,3,53.0,3.9889840465642745
South of Market,37.777059927335806,-122.39262941867648,2018-08-28,2,0,Private room in rental unit,Private room,2,1,100.0,4.61512051684126
Outer Richmond,37.7790734,-122.5023249,2023-03-11,6,1,Private room in rental unit,Private room,2,1,65.0,4.189654742026425
Nob Hill,37.79678304468582,-122.41245629619144,2018-03-29,7,1,Private room in rental unit,Private room,2,1,80.0,4.394449154672439
Nob Hill,37.78942492325505,-122.42081776815228,2022-11-07,29,1,Room in hotel,Private room,2,1,102.0,4.634728988229636
Ocean View,37.71402,-122.46359,2013-09-27,7,1,Entire condo,Entire home/apt,4,2,106.0,4.672828834461906
Nob Hill,37.79666825653767,-122.41087916741816,2018-03-29,7,1,Private room in rental unit,Private room,2,1,84.0,4.442651256490317
Nob Hill,37.79711965157174,-122.41075167105453,2018-03-29,7,1,Private room in rental unit,Private room,1,1,74.0,4.31748811353631
Mission,37.76434448846978,-122.4185659769186,2012-03-16,1,1,Entire rental unit,Entire home/apt,10,4,450.0,6.111467339502679
Pacific Heights,37.79555391726263,-122.4270116594278,2017-05-11,6,1,Entire rental unit,Entire home/apt,2,1,118.0,4.77912349311153
Downtown/Civic Center,37.78216,-122.42055,2014-04-18,1,0,Entire rental unit,Entire home/apt,2,1,117.0,4.770684624465665
Ocean View,37.71978976474372,-122.45186893066274,2019-08-15,1,1,Entire home,Entire home/apt,2,1,113.0,4.736198448394496
Downtown/Civic Center,37.78599079029173,-122.41069428053606,2023-02-20,8,1,Room in hotel,Private room,2,1,270.0,5.602118820879701
Nob Hill,37.79274263011443,-122.41833157307074,2013-08-14,7,1,Entire rental unit,Entire home/apt,3,2,123.0,4.820281565605037
Western Addition,37.77966844104319,-122.43916385120906,2017-08-30,10,1,Entire condo,Entire home/apt,4,2,188.0,5.241747015059643
Visitacion Valley,37.71724247442858,-122.4022098957009,2015-07-20,2,1,Private room in home,Private room,1,1,70.0,4.2626798770413155
Outer Richmond,37.77958679858697,-122.4810195570277,2011-08-18,16,1,Entire home,Entire home/apt,5,3,150.0,5.017279836814924
Bernal Heights,37.7455458871252,-122.41612734507204,2012-11-07,2,1,Private room in home,Private room,1,1,90.0,4.51085950651685
Castro/Upper Market,37.76006,-122.44389,2015-03-10,1,1,Entire home,Entire home/apt,6,3,330.0,5.802118375377063
Downtown/Civic Center,37.78849881249754,-122.41192652809646,2020-06-22,7,1,Room in aparthotel,Private room,2,1,64.0,4.174387269895637
Treasure Island/YBI,37.81196,-122.36323,2022-12-15,1,0,Entire home,Entire home/apt,4,2,215.0,5.375278407684165
Visitacion Valley,37.71889979497479,-122.40417213903254,2015-07-20,2,1,Private room in home,Private room,1,1,70.0,4.2626798770413155
Mission,37.7665977,-122.4181501,2012-02-20,2,1,Entire rental unit,Entire home/apt,2,1,128.0,4.859812404361672
Haight Ashbury,37.7698648181053,-122.44146865529382,2022-09-07,4,1,Private room in home,Private room,2,1,98.0,4.59511985013459
Downtown/Civic Center,37.78958594651413,-122.40768204006037,2016-05-06,46,1,Entire serviced apartment,Entire home/apt,2,1,90.0,4.51085950651685
Mission,37.75895818771937,-122.4212589112098,2023-04-03,1,0,Private room in rental unit,Private room,1,1,100.0,4.61512051684126
Downtown/Civic Center,37.78698,-122.41296,2019-06-20,8,1,Room in boutique hotel,Private room,2,1,216.0,5.37989735354046
Nob Hill,37.79513,-122.42317,2019-04-30,1,1,Entire condo,Entire home/apt,7,4,1124.0,7.025538314638521
Russian Hill,37.799671184972425,-122.41618980086211,2012-06-11,3,1,Entire rental unit,Entire home/apt,4,2,142.0,4.962844630259907
Downtown/Civic Center,37.77775298770817,-122.4230900237554,2022-02-03,5,1,Room in hotel,Private room,4,2,349.0,5.857933154483459
Nob Hill,37.792727355903,-122.41668172030464,2022-03-22,7,1,Entire loft,Entire home/apt,10,5,396.0,5.983936280687191
